Dimension,Correlation,PValue,AbsCorrelation
185,-0.041183269990633826,1.3203242844177209e-19,0.041183269990633826
168,-0.04082350252688145,2.720388557304428e-19,0.04082350252688145
54,-0.04078555701311517,2.934854797384271e-19,0.04078555701311517
135,-0.04039226763283344,6.417856530284059e-19,0.04039226763283344
30,-0.03927956339429711,5.6403279527447644e-18,0.03927956339429711
133,0.03899041575737993,9.825788401919096e-18,0.03899041575737993
22,0.03893191374708586,1.0988258631288794e-17,0.03893191374708586
65,-0.038674079453944826,1.7951603992129005e-17,0.038674079453944826
43,-0.03853843347435491,2.321122811205964e-17,0.03853843347435491
107,0.037068105013341957,3.55431788319816e-16,0.037068105013341957
137,0.03692298868092305,4.626786584813247e-16,0.03692298868092305
149,-0.036561777635210964,8.880550559767144e-16,0.036561777635210964
60,-0.035864985716708354,3.0690899540673344e-15,0.035864985716708354
33,-0.03547083721019771,6.126220401001355e-15,0.03547083721019771
148,-0.03546117871518969,6.23028663869676e-15,0.03546117871518969
45,-0.035267866470947214,8.720006825307863e-15,0.035267866470947214
92,-0.03525127793632442,8.974494889195744e-15,0.03525127793632442
142,-0.03517413920428154,1.0257224526120633e-14,0.03517413920428154
132,0.03479509202884208,1.969408893195193e-14,0.03479509202884208
3,0.03452146188590968,3.1405017223143945e-14,0.03452146188590968
182,-0.03256156274072919,8.002521552446221e-13,0.03256156274072919
53,-0.03236873255599858,1.0896438958886795e-12,0.03236873255599858
87,-0.031921766402528313,2.2134143055162005e-12,0.031921766402528313
28,0.031376153187970185,5.190028713892007e-12,0.031376153187970185
129,-0.030032159199633587,3.9867141632505004e-11,0.030032159199633587
120,-0.02905893948524911,1.6539677317377957e-10,0.02905893948524911
154,0.02880645608975506,2.3748948506642876e-10,0.02880645608975506
163,-0.02753404311181009,1.4043907029249023e-09,0.02753404311181009
191,-0.02697234784290218,3.0034717685363006e-09,0.02697234784290218
124,0.023439374186388705,2.546438683387373e-07,0.023439374186388705
166,-0.023359485078553684,2.796332162396982e-07,0.023359485078553684
86,0.022566476999623608,6.96792286842544e-07,0.022566476999623608
155,-0.022530392674865167,7.258412501845291e-07,0.022530392674865167
85,-0.022181555698559258,1.073886118422869e-06,0.022181555698559258
164,-0.02184232199693905,1.5632239053383633e-06,0.02184232199693905
57,0.021715592372336594,1.7961325820009553e-06,0.021715592372336594
172,-0.02166928722420985,1.8892792118872396e-06,0.02166928722420985
190,0.0212736766729586,2.8981521377458777e-06,0.0212736766729586
5,-0.020995853567183885,3.896944119937825e-06,0.020995853567183885
96,-0.019551759803895372,1.7141744551099418e-05,0.019551759803895372
63,-0.018096026890893048,6.919263843677927e-05,0.018096026890893048
11,-0.017751716389599083,9.48804515229914e-05,0.017751716389599083
90,0.017677178870174608,0.00010151915362409183,0.017677178870174608
36,0.016767793664100118,0.00022696349716615067,0.016767793664100118
176,-0.016460398778266126,0.0002953510664433003,0.016460398778266126
68,0.01549037128480299,0.0006591593046303086,0.01549037128480299
122,-0.01453069928171384,0.00139835688268424,0.01453069928171384
152,-0.014448634397465628,0.0014883587854931297,0.014448634397465628
94,0.014050354843845085,0.002005869219031107,0.014050354843845085
74,0.014027686115938218,0.0020397888133350714,0.014027686115938218
55,0.013961252691041749,0.0021422481148888387,0.013961252691041749
26,0.013782795747543153,0.0024412820173335416,0.013782795747543153
48,0.013667449311506485,0.0026543986969674903,0.013667449311506485
95,-0.0136173075613455,0.0027522373894958863,0.0136173075613455
32,0.013554707704717379,0.002879005083940741,0.013554707704717379
170,-0.012381994899068341,0.006479072139760652,0.012381994899068341
88,-0.012160551759269675,0.007499650334282855,0.012160551759269675
111,-0.011323496178007023,0.01278354941254552,0.011323496178007023
78,-0.010980276061770922,0.015766635905509675,0.010980276061770922
145,0.010414740401282773,0.02202596159106194,0.010414740401282773
110,0.010088470045705712,0.02654268872508448,0.010088470045705712
179,0.010063341555711305,0.026921592404316748,0.010063341555711305
100,0.009669193646439127,0.03350439668619624,0.009669193646439127
198,0.007874450803348969,0.08338779795833556,0.007874450803348969
37,-0.007737732006379918,0.08888715043258419,0.007737732006379918
19,0.007666425649272461,0.09186924255973863,0.007666425649272461
192,0.007629872479257348,0.09342880182861212,0.007629872479257348
199,-0.005398095722918532,0.2352781973201813,0.005398095722918532
46,0.004480412492441197,0.32457504137867077,0.004480412492441197
159,-0.004038941427402168,0.3745226897742434,0.004038941427402168
61,-0.00376522042931478,0.407755072466016,0.00376522042931478
56,-0.0035041680822982786,0.44103104246123626,0.0035041680822982786
73,-0.0029245453438534286,0.5202160529459435,0.0029245453438534286
70,0.0027682947809196277,0.5427512513970228,0.0027682947809196277
193,0.0010618240183828224,0.8154041236416075,0.0010618240183828224
